id_unico;signo;grau;texto_simbolo;;;;;;;;;;;;;;;;;;;;;;
CANCER_22;Câncer;22;Uma jovem esperando um veleiro. A expectativa sonhadora de uma aventura ou de um amor que virá de longe. É o símbolo da confiança no futuro, da imaginação romântica e da abertura para as experiências que a vida trará.;;;;;;;;;;;;;;;;;;;;;;
CANCER_23;Câncer;23;O encontro de um grupo de estudo literário. A reunião de mentes para explorar as profundezas do conhecimento e da cultura. É o símbolo da troca intelectual, do aprendizado compartilhado e do desenvolvimento da consciência através do diálogo.;;;;;;;;;;;;;;;;;;;;;;
CANCER_24;Câncer;24;Uma mulher e duas crianças em uma pequena ilha ao sul. A emergência de uma nova consciência a partir do inconsciente. É o símbolo do nascimento de uma nova faceta da personalidade, um novo eu que emerge para ser nutrido e desenvolvido.;;;;;;;;;;;;;;;;;;;;;;
CANCER_25;Câncer;25;Um líder envolto em um manto invisível de poder. A autoridade que não vem da força externa, mas de um alinhamento com uma vontade superior. Este grau fala da liderança espiritual, do carisma e do poder que emana da integridade e da conexão com o destino.;;;;;;;;;;;;;;;;;;;;;;
CANCER_26;Câncer;26;Convidados lendo na biblioteca de uma casa luxuosa. A riqueza do conhecimento e a oportunidade de expandir a consciência em um ambiente de conforto e abundância. É o símbolo do luxo intelectual e da nutrição da alma através do estudo.;;;;;;;;;;;;;;;;;;;;;;
CANCER_27;Câncer;27;Uma violenta tempestade em um cânion cheio de casas caras. A crise que expõe a vulnerabilidade das estruturas sociais e materiais. É um chamado para reavaliar as bases da própria segurança e para encontrar um refúvio que resista às tempestades da vida.;;;;;;;;;;;;;;;;;;;;;;
CANCER_28;Câncer;28;Uma garota indiana apresenta seu namorado branco à sua família. O desafio de unir diferentes culturas e tradições. Este grau fala da coragem de transcender as barreiras do passado em nome do amor e da criação de uma nova forma de pertencimento.;;;;;;;;;;;;;;;;;;;;;;
CANCER_29;Câncer;29;Uma musa grega pesando gêmeos em uma balança de ouro. Uma forma superior de julgamento, guiada pela intuição e pela inspiração. É a capacidade de pesar os opostos da alma, não com a lógica fria, mas com a sabedoria do coração, buscando um equilíbrio justo e divinamente inspirado.;;;;;;;;;;;;;;;;;;;;;;
CANCER_30;Câncer;30;Uma filha da revolução americana. O orgulho e a responsabilidade de pertencer a uma linhagem e de carregar uma herança de valores. Este grau fala da conexão com o passado como uma fonte de identidade e da missão de preservar e honrar as tradições.;;;;;;;;;;;;;;;;;;;;;;
LEAO_1;Leão;1;A súbita e avassaladora subida da energia vital, impulsionando a consciência para a ação e a autoexpressão. É o símbolo do poder bruto do instinto e da paixão que, quando despertado, exige uma manifestação imediata e dramática.;;;;;;;;;;;;;;;;;;;;;;
LEAO_2;Leão;2;A rápida disseminação de uma influência através de um grupo, contagiando a todos com uma mesma emoção ou ideia. Este grau fala do poder da ressonância social e da forma como as crises e as paixões coletivas se espalham.;;;;;;;;;;;;;;;;;;;;;;
LEAO_3;Leão;3;A expressão madura de uma feminilidade que se recusa a ser limitada pela idade ou pela convenção. É o símbolo de manter a vitalidade e a expressão pessoal vivas, integrando a sabedoria da maturidade com a espontaneidade de um espírito jovem.;;;;;;;;;;;;;;;;;;;;;;
LEAO_4;Leão;4;Um homem mais velho, formalmente vestido, postado perto de um cervo que ele acabou de matar. A maestria sobre os próprios instintos e o orgulho da conquista. Este grau fala da capacidade de subjugar a natureza selvagem através da disciplina e da tradição.;;;;;;;;;;;;;;;;;;;;;;
LEAO_5;Leão;5;Formações rochosas que se assemelham a figuras imponentes sobre um desfiladeiro profundo. A permanência e a solidez das estruturas arquetípicas da alma. É um símbolo da estabilidade, da resistência ao tempo e da sabedoria que está gravada na própria essência do ser.;;;;;;;;;;;;;;;;;;;;;;
LEAO_6;Leão;6;Uma dama de época e um cavalheiro dançando uma valsa à luz de velas. A beleza da tradição, do romance e de um relacionamento que segue as regras da elegância e da harmonia social. É um símbolo do amor idealizado e da formalidade.;;;;;;;;;;;;;;;;;;;;;;
LEAO_7;Leão;7;As constelações brilhando no céu noturno. A percepção da ordem imutável do cosmos e a sensação de pertencimento a um padrão eterno. Este grau fala de encontrar orientação e segurança ao se conectar com as leis universais e a beleza do firmamento.;;;;;;;;;;;;;;;;;;;;;;
LEAO_8;Leão;8;Um ativista comunista espalhando seus ideais revolucionários. O poder contagiante de uma ideologia e a paixão de lutar por uma transformação social radical. É o símbolo da dedicação a uma causa que promete abalar as estruturas de poder existentes.;;;;;;;;;;;;;;;;;;;;;;
LEAO_9;Leão;9;Artesãos soprando vidro em belas formas. A habilidade de dar forma à inspiração através da respiração e da perícia. Este grau fala do poder da criatividade controlada, onde o espírito (sopro) e a matéria se unem para criar beleza.;;;;;;;;;;;;;;;;;;;;;;
LEAO_10;Leão;10;Um orvalho matinal brilhando sob o sol. A promessa de um novo dia e a revelação da luz espiritual que permeia toda a criação. É o símbolo da renovação, da clareza e da bênção que vem após um período de escuridão.;;;;;;;;;;;;;;;;;;;;;;
LEAO_11;Leão;11;Crianças em um balanço sob um enorme carvalho. A alegria da vida simples, protegida pela força da tradição e da natureza. É um símbolo da segurança, da inocência e do ritmo que sustenta a vida de forma lúdica e segura.;;;;;;;;;;;;;;;;;;;;;;
LEAO_12;Leão;12;Um evento noturno em um jardim zoológico. A confrontação com a natureza selvagem da psique em um ambiente seguro e controlado. Este grau fala da necessidade de explorar e entender os próprios instintos primordiais de uma forma consciente.;;;;;;;;;;;;;;;;;;;;;;
LEAO_13;Leão;13;Um capitão do mar aposentado, revivendo suas aventuras. A calma reflexão sobre as jornadas da vida. É o símbolo da sabedoria que vem da experiência, da paz interior e da capacidade de extrair significado das batalhas do passado.;;;;;;;;;;;;;;;;;;;;;;
LEAO_14;Leão;14;A alma humana buscando se expressar. O anseio primordial por manifestação e por encontrar uma voz no mundo. Este grau fala da necessidade de expressão, da busca por um veículo através do qual a essência interior possa se revelar.;;;;;;;;;;;;;;;;;;;;;;
LEAO_15;Leão;15;Um desfile com carros alegóricos espetaculares. A celebração pública do sucesso e da criatividade coletiva. É o símbolo do reconhecimento, da alegria compartilhada e do poder de uma performance que eleva o espírito da comunidade.;;;;;;;;;;;;;;;;;;;;;;
LEAO_16;Leão;16;O brilho do sol logo após uma tempestade. A clareza e a vitalidade que emergem após uma crise emocional. É o símbolo da resiliência, da renovação e do poder do espírito de superar as dificuldades e de brilhar com mais intensidade.;;;;;;;;;;;;;;;;;;;;;;
LEAO_17;Leão;17;Uma missa cantada por voluntários. A expressão espontânea e sincera da fé e da devoção comunitária. Este grau fala do poder da união espiritual e da alegria que vem de servir a um ideal maior de forma voluntária e com o coração.;;;;;;;;;;;;;;;;;;;;;;
LEAO_18;Leão;18;Um químico conduzindo um experimento em seu laboratório. A necessidade de analisar e de testar a realidade para descobrir suas leis ocultas. É o símbolo da investigação, da objetividade e da transformação através do conhecimento aplicado.;;;;;;;;;;;;;;;;;;;;;;
LEAO_19;Leão;19;Uma festa em um barco, celebrando a vida. A alegria de viver o momento presente em um ambiente de camaradagem e luxo. É o símbolo da celebração, da despreocupação e do prazer compartilhado como uma forma de recarregar as energias.;;;;;;;;;;;;;;;;;;;;;;
LEAO_20;Leão;20;Nativos americanos realizando um ritual para o sol. A conexão sagrada com as forças vitais da natureza. Este grau fala da importância dos rituais, da gratidão e de alinhar a consciência com os ritmos cósmicos para garantir a continuidade da vida.;;;;;;;;;;;;;;;;;;;;;;
LEAO_21;Leão;21;Galinhas intoxicadas voando de forma desordenada. A confusão e a perda de rumo que vêm de estímulos inadequados ou de uma busca superficial por excitação. É um alerta para a necessidade de um propósito mais profundo e de uma nutrição mais autêntica.;;;;;;;;;;;;;;;;;;;;;;
LEAO_22;Leão;22;Um mensageiro de amor com uma pomba na mão. A entrega de uma mensagem de paz e de reconciliação. É o símbolo da esperança, da inspiração espiritual e da promessa de uma nova aliança entre o coração e a mente.;;;;;;;;;;;;;;;;;;;;;;
LEAO_23;Leão;23;Um jóquei de circo cavalgando com ousadia. A maestria e a audácia no controle das energias vitais. Este grau fala da autoconfiança, do talento para o espetáculo e da coragem de se exibir com habilidade e graça.;;;;;;;;;;;;;;;;;;;;;;
LEAO_24;Leão;24;Um homem nu e despenteado focado em sua jornada interior. A total concentração em um caminho de autodesenvolvimento, livre das distrações e das máscaras sociais. É o símbolo da pureza de propósito e da busca pela verdade interior.;;;;;;;;;;;;;;;;;;;;;;
LEAO_25;Leão;25;Uma grande manada de camelos atravessando um vasto deserto. A resiliência e a autossuficiência necessárias para atravessar os períodos mais áridos da vida. É o símbolo da resistência, da independência e da capacidade de superar grandes desafios.;;;;;;;;;;;;;;;;;;;;;;
LEAO_26;Leão;26;O arco-íris que se forma após a tempestade. A promessa de uma aliança divina e de uma nova bênção após a crise. É o símbolo da esperança, da renovação e da revelação de uma beleza que conecta o céu e a terra.;;;;;;;;;;;;;;;;;;;;;;
LEAO_27;Leão;27;As constelações no céu. A percepção de uma ordem eterna e imutável que guia a existência. É o símbolo da orientação, da fé nos padrões cósmicos e da capacidade de encontrar um sentido maior para a jornada da vida.;;;;;;;;;;;;;;;;;;;;;;
LEAO_28;Leão;28;Muitas pequenas aves no galho de uma grande árvore. A multiplicidade de experiências e pensamentos que encontram refúgio em uma grande sabedoria. É o símbolo da integração, da comunidade e da proteção de uma consciência maior.;;;;;;;;;;;;;;;;;;;;;;
LEAO_29;Leão;29;Uma sereia emerge das ondas, pronta para o renascimento em forma humana. O momento mágico em que o potencial do inconsciente emerge para ganhar uma forma consciente e concreta. É o símbolo de uma nova etapa evolutiva da alma.;;;;;;;;;;;;;;;;;;;;;;
LEAO_30;Leão;30;Uma carta não selada. A disposição para a total transparência e para a comunicação sem segredos. Este grau fala da confiança, da sinceridade e da importância de se revelar ao mundo com o coração aberto, permitindo que a mensagem da alma seja lida por todos.;;;;;;;;;;;;;;;;;;;;;;
VIRGEM_1;Virgem;1;A revelação da essência de um ser através de sua forma mais distintiva. Este grau fala da importância do caráter, da integridade e da manifestação clara da individualidade, onde a forma exterior é um reflexo fiel da estrutura interior.;;;;;;;;;;;;;;;;;;;;;;
VIRGEM_2;Virgem;2;O sacrifício consciente em nome de um ideal maior. É o símbolo de uma vida consagrada a um propósito que transcende o pessoal, oferecendo um ponto de orientação e salvação para si mesmo e para os outros.;;;;;;;;;;;;;;;;;;;;;;
VIRGEM_3;Virgem;3;A certeza de uma proteção e orientação espirituais, mesmo quando não são vistas. Este grau fala da presença de guias invisíveis e da segurança que vem da fé de que a alma nunca está verdadeiramente sozinha em sua jornada.;;;;;;;;;;;;;;;;;;;;;;
VIRGEM_4;Virgem;4;Crianças negras brincando com seus animais de estimação brancos. A superação de preconceitos e a harmonia inocente entre opostos. É o símbolo da pureza de coração que permite a união e a brincadeira para além das barreiras culturais e sociais.;;;;;;;;;;;;;;;;;;;;;;
VIRGEM_5;Virgem;5;Um homem sonhando com criaturas mitológicas. A capacidade da mente de se conectar com o mundo dos arquétipos e do inconsciente coletivo. É o símbolo da imaginação, da inspiração e da revelação de verdades profundas através dos sonhos.;;;;;;;;;;;;;;;;;;;;;;
VIRGEM_6;Virgem;6;Um carrossel girando em um parque de diversões. A repetição dos ciclos da vida e a experiência das mesmas emoções em um ambiente lúdico e controlado. É um símbolo da necessidade de reviver padrões para compreendê-los melhor.;;;;;;;;;;;;;;;;;;;;;;
VIRGEM_7;Virgem;7;Um harém, um refúgio privado e protegido. A complexidade do mundo emocional feminino e a necessidade de um espaço seguro para explorar as diferentes facetas da psique. É o símbolo da introspecção e da multiplicidade de sentimentos.;;;;;;;;;;;;;;;;;;;;;;
VIRGEM_8;Virgem;8;Uma menina de cinco anos dá os primeiros passos na dança. O aprendizado inicial de uma arte ou habilidade. Este grau fala da iniciação, da disciplina e da expressão da alma através de formas e técnicas que precisam ser dominadas.;;;;;;;;;;;;;;;;;;;;;;
VIRGEM_9;Virgem;9;Um artista expressionista pintando uma tela. A capacidade de projetar a emoção e a visão interior no mundo de forma subjetiva e poderosa. É o símbolo da criatividade que busca expressar uma verdade interior, em vez de apenas copiar a realidade exterior.;;;;;;;;;;;;;;;;;;;;;;
VIRGEM_10;Virgem;10;Duas cabeças olhando para fora e além das sombras. O despertar de uma consciência dual, capaz de ver tanto o mundo interior quanto o exterior. É o símbolo da superação da ignorância e do nascimento de uma mente que pode analisar a si mesma e à realidade.;;;;;;;;;;;;;;;;;;;;;;
VIRGEM_11;Virgem;11;Um menino moldado pelas aspirações de sua mãe. A poderosa influência da figura materna na formação da personalidade. Este grau fala da necessidade de se diferenciar do molde inicial para encontrar a própria identidade e propósito.;;;;;;;;;;;;;;;;;;;;;;
VIRGEM_12;Virgem;12;Uma noiva com o véu arrancado. A revelação da verdade nua e crua em um relacionamento. É o momento de confronto com a realidade, onde as ilusões são desfeitas para que uma conexão mais autêntica possa (ou não) ser estabelecida.;;;;;;;;;;;;;;;;;;;;;;
VIRGEM_13;Virgem;13;Um estadista poderoso superando uma histeria política. A força da razão e da liderança carismática para acalmar o caos coletivo. É o símbolo da autoridade, do autocontrole e da capacidade de trazer ordem à agitação social.;;;;;;;;;;;;;;;;;;;;;;
VIRGEM_14;Virgem;14;A árvore genealógica de uma família aristocrática. A herança de uma linhagem e a força que vem das raízes e da tradição. Este grau fala da importância do legado, da ancestralidade e da estrutura que sustenta a identidade.;;;;;;;;;;;;;;;;;;;;;;
VIRGEM_15;Virgem;15;Um fino lenço de renda, uma herança da realeza. A herança de uma tradição de refinamento e habilidade. É o símbolo da graça, da delicadeza e da beleza que é cultivada através de gerações, um testemunho do valor do trabalho artesanal.;;;;;;;;;;;;;;;;;;;;;;
VIRGEM_16;Virgem;16;Crianças observando um orangotango em um zoológico. O confronto da consciência civilizada com a sua origem primordial e instintiva. É um momento de curiosidade, de aprendizado e de reflexão sobre a natureza da própria humanidade.;;;;;;;;;;;;;;;;;;;;;;
VIRGEM_17;Virgem;17;Uma erupção vulcânica de poder avassalador. A libertação explosiva de energias que estiveram reprimidas por muito tempo. É o símbolo de uma catarse inevitável, uma força da natureza da alma que purifica e transforma tudo em seu caminho.;;;;;;;;;;;;;;;;;;;;;;
VIRGEM_18;Virgem;18;Um tapete de ouija. A busca por orientação e por respostas do inconsciente ou de outras dimensões. É o símbolo do desejo de se conectar com o desconhecido, mas também do risco de se perder em mensagens ambíguas.;;;;;;;;;;;;;;;;;;;;;;
VIRGEM_19;Virgem;19;Uma competição de natação. O desafio de se destacar e de competir em um ambiente social. Este grau fala da ambição, do esforço e da necessidade de canalizar a energia emocional para alcançar o sucesso em um campo específico.;;;;;;;;;;;;;;;;;;;;;;
VIRGEM_20;Virgem;20;Uma caravana de carros a caminho da terra prometida. A jornada coletiva em busca de um futuro melhor. É o símbolo da fé, da cooperação e da perseverança necessárias para realizar um sonho compartilhado e alcançar um novo lar.;;;;;;;;;;;;;;;;;;;;;;
VIRGEM_21;Virgem;21;Um time de basquete feminino. A cooperação e a habilidade dentro de um quadro de regras sociais. É o símbolo do trabalho em equipe, da disciplina e da capacidade de jogar o jogo da vida com perícia e espírito esportivo.;;;;;;;;;;;;;;;;;;;;;;
VIRGEM_22;Virgem;22;Um brasão real enriquecido com pedras preciosas. A linhagem nobre da alma e a certificação de uma herança espiritual. Este grau fala da dignidade, da autoridade e do direito inato de manifestar os próprios dons e talentos.;;;;;;;;;;;;;;;;;;;;;;
VIRGEM_23;Virgem;23;Um domador de leões exibindo sua habilidade. A maestria e a coragem no controle das energias vitais e das paixões. É o símbolo da disciplina, da autoconfiança e da capacidade de domar as forças mais selvagens da psique.;;;;;;;;;;;;;;;;;;;;;;
VIRGEM_24;Virgem;24;Maria e seu cordeirinho branco. A inocência pura e a necessidade de cuidar da parte mais vulnerável e simples da alma. É o símbolo da simplicidade, da gentileza e da conexão com a pureza interior que precisa de proteção.;;;;;;;;;;;;;;;;;;;;;;
VIRGEM_25;Virgem;25;Uma bandeira a meio mastro em frente a um edifício público. O reconhecimento de um sacrifício feito por um bem maior. É o símbolo da honra, do luto coletivo e da capacidade de valorizar o legado deixado por aqueles que vieram antes.;;;;;;;;;;;;;;;;;;;;;;
VIRGEM_26;Virgem;26;Um menino com um incensário servindo um sacerdote. A primeira iniciação nos mistérios da vida espiritual. Este grau fala da pureza de intenção, da devoção e do aprendizado através do serviço a um ideal superior.;;;;;;;;;;;;;;;;;;;;;;
VIRGEM_27;Virgem;27;Um grupo de senhoras aristocráticas tomando chá da tarde. A elegância e a formalidade dos rituais sociais. É o símbolo da cultura, da tradição e da importância de manter as aparências e as boas maneiras em um ambiente refinado.;;;;;;;;;;;;;;;;;;;;;;
VIRGEM_28;Virgem;28;Um homem careca que tomou o poder. A manifestação de uma vontade e de uma autoridade que não se desculpam. Este grau fala do poder bruto, da dominação e da força de caráter que se impõe sobre as circunstâncias.;;;;;;;;;;;;;;;;;;;;;;
VIRGEM_29;Virgem;29;Um estudioso decifrando um antigo pergaminho. A busca dedicada por uma sabedoria ancestral que detém a chave para o presente. Este grau fala da mente que investiga, para revelar um conhecimento que pode guiar e transformar a consciência.;;;;;;;;;;;;;;;;;;;;;;
VIRGEM_30;Virgem;30;Uma pessoa tão focada em uma tarefa imediata que fica surda a qualquer intromissão. A total absorção em uma tarefa. É o símbolo da dedicação completa ao dever do momento, a chave para a maestria e a realização através do foco inabalável.;;;;;;;;;;;;;;;;;;;;;;
LIBRA_1;Libra;1;A beleza imortalizada através de um ato de sacrifício. É o símbolo da perfeição que é alcançada ao se fixar um ideal, mas também o dilema de que, para preservar a forma perfeita, a vida em seu fluxo natural deve cessar.;;;;;;;;;;;;;;;;;;;;;;
LIBRA_2;Libra;2;A transmutação da sabedoria de um ciclo para o próximo. Este grau fala de ser uma ponte para o futuro, de carregar a luz do passado e de refiná-la para que sirva como semente para uma nova forma de ser, garantindo a continuidade da evolução.;;;;;;;;;;;;;;;;;;;;;;
LIBRA_3;Libra;3;O momento mágico do amanhecer, quando a luz revela um mundo transformado. É o símbolo de um novo começo radical, de uma nova perspectiva que muda tudo e da fé na capacidade da vida de se renovar completamente após a escuridão.;;;;;;;;;;;;;;;;;;;;;;
LIBRA_4;Libra;4;Um grupo de jovens acampando ao redor de uma fogueira. A camaradagem e o senso de pertencimento que nascem da partilha de experiências e ideais. É o símbolo da comunidade, da amizade e da redescoberta de um modo de vida mais simples e autêntico.;;;;;;;;;;;;;;;;;;;;;;
LIBRA_5;Libra;5;Um homem ensinando a verdadeira sabedoria interior a seus alunos. A transmissão de um conhecimento que inspira e transforma. É o símbolo do mestre que guia os outros a encontrarem a própria luz, revelando os princípios que conectam a alma ao universo.;;;;;;;;;;;;;;;;;;;;;;
LIBRA_6;Libra;6;A visão dos ideais de um homem se realizando. A materialização de um sonho através da fé e da perseverança. Este grau fala da importância de manter a visão clara e de confiar no poder da mente para moldar a realidade e manifestar os próprios ideais.;;;;;;;;;;;;;;;;;;;;;;
LIBRA_7;Libra;7;Uma mulher alimentando galinhas e protegendo-as de um falcão. O cuidado e a proteção do que é vulnerável em face do perigo. É o símbolo do instinto protetor, da responsabilidade e da necessidade de defender a vida inocente das forças predatórias.;;;;;;;;;;;;;;;;;;;;;;
LIBRA_8;Libra;8;Uma lareira acesa em uma casa abandonada. A persistência da esperança e do calor humano mesmo em meio à desolação. Este grau fala da chama interior que nunca se apaga, um símbolo de resiliência e da promessa de um futuro retorno à vida e à comunidade.;;;;;;;;;;;;;;;;;;;;;;
LIBRA_9;Libra;9;Três velhos mestres pendurados em uma sala de arte especial. A sabedoria e a beleza da tradição que servem como fonte de inspiração. É o símbolo da herança cultural, da excelência e da importância de se aprender com aqueles que alcançaram a maestria.;;;;;;;;;;;;;;;;;;;;;;
LIBRA_10;Libra;10;Uma canoa se aproximando da segurança através de águas perigosas. A jornada da alma através das provações, guiada pela habilidade e pela fé. Este grau fala de navegar as crises da vida com perícia e confiança, sabendo que um porto seguro o aguarda.;;;;;;;;;;;;;;;;;;;;;;
LIBRA_11;Libra;11;Um professor olhando por cima de seus óculos para seus alunos. A sabedoria prática e o discernimento que vêm da observação atenta da natureza humana. É o símbolo do mentor que guia com uma mistura de rigor intelectual e compreensão psicológica.;;;;;;;;;;;;;;;;;;;;;;
LIBRA_12;Libra;12;Mineiros emergindo da escuridão de uma mina. A saída de um período de trabalho árduo e introspecção para a luz da consciência. É o símbolo da descoberta, da libertação e do momento em que os tesouros do inconsciente são trazidos à superfície.;;;;;;;;;;;;;;;;;;;;;;
LIBRA_13;Libra;13;Crianças soprando bolhas de sabão. A beleza efêmera da imaginação e a alegria do momento presente. Este grau fala da criatividade lúdica, da leveza e da capacidade de se encantar com os sonhos e fantasias que flutuam no ar.;;;;;;;;;;;;;;;;;;;;;;
LIBRA_14;Libra;14;Um momento de descanso no calor do meio-dia. A necessidade de pausa e recuperação no meio da jornada. É o símbolo de honrar os próprios ritmos, de buscar o equilíbrio entre o esforço e a tranquilidade para recarregar as energias vitais.;;;;;;;;;;;;;;;;;;;;;;
LIBRA_15;Libra;15;Caminhos circulares. A exploração de rotas já estabelecidas para se chegar a um objetivo. Este grau fala da sabedoria de usar métodos e caminhos comprovados, da eficiência que vem da rotina e da necessidade de se encontrar uma abordagem holística para os problemas.;;;;;;;;;;;;;;;;;;;;;;
LIBRA_16;Libra;16;Um ancoradouro danificado por uma tempestade. A necessidade de reconstruir a segurança após uma crise emocional. É o símbolo da resiliência, do trabalho de reparação e da oportunidade de criar uma conexão mais forte e segura com o mundo.;;;;;;;;;;;;;;;;;;;;;;
LIBRA_17;Libra;17;Um capitão de navio aposentado em seu cais. A calma e a contemplação após uma vida de aventuras e desafios. É o símbolo da sabedoria acumulada, da paz que vem da experiência e da capacidade de observar o fluxo da vida com serenidade.;;;;;;;;;;;;;;;;;;;;;;
LIBRA_18;Libra;18;Dois homens sob prisão. O confronto com as consequências de atos que romperam a harmonia social. Este grau fala da necessidade de assumir a responsabilidade e de encontrar uma forma de se reabilitar e de se reintegrar à sociedade.;;;;;;;;;;;;;;;;;;;;;;
LIBRA_19;Libra;19;Uma gangue de ladrões em seu esconderijo. A rebelião contra a ordem social estabelecida. É o símbolo do lado sombrio da justiça, da camaradagem entre os marginalizados e da necessidade de reavaliar as leis que governam a sociedade.;;;;;;;;;;;;;;;;;;;;;;
LIBRA_20;Libra;20;Um rabino em seu estudo, cercado por livros. A dedicação a uma vida de sabedoria e de interpretação das leis divinas. É o símbolo da herança espiritual, do estudo profundo e da responsabilidade de ser um guardião do conhecimento sagrado.;;;;;;;;;;;;;;;;;;;;;;
LIBRA_21;Libra;21;Uma multidão na praia, desfrutando do prazer do mar. A alegria simples e a revitalização que vêm do contato com a natureza e com a comunidade. É o símbolo da harmonia social, do descanso e do pertencimento a um ritmo coletivo de vida.;;;;;;;;;;;;;;;;;;;;;;
LIBRA_22;Libra;22;Uma criança dando seus primeiros passos, observada por pássaros em uma fonte. A inocência e a coragem do começo, apoiadas pela bênção da natureza. É o símbolo da confiança, do aprendizado e do apoio sutil que o universo oferece aos novos inícios.;;;;;;;;;;;;;;;;;;;;;;
LIBRA_23;Libra;23;O canto de um galo ao amanhecer. O chamado para o despertar da consciência e para o início de um novo dia. Este grau fala da coragem de anunciar a luz, de tomar a iniciativa e de expressar a própria verdade com confiança e vigor.;;;;;;;;;;;;;;;;;;;;;;
LIBRA_24;Libra;24;Uma borboleta com uma terceira asa no lado esquerdo. O desenvolvimento de uma nova capacidade de voo, uma mutação que transcende a dualidade normal. É o símbolo da originalidade, da adaptação e da capacidade de encontrar uma nova e inesperada forma de se equilibrar.;;;;;;;;;;;;;;;;;;;;;;
LIBRA_25;Libra;25;A visão do outono e a percepção de sua beleza. A sabedoria de aceitar os ciclos da vida e de encontrar beleza na maturidade e na conclusão. Este grau fala da colheita, da gratidão e da compreensão de que cada fase da vida tem sua própria glória.;;;;;;;;;;;;;;;;;;;;;;
LIBRA_26;Libra;26;Uma águia e uma grande pomba branca se transformando uma na outra. A integração perfeita entre o poder e o amor, entre a vontade e a paz. É o símbolo do equilíbrio dinâmico dos opostos, a união sagrada da força e da gentileza na alma.;;;;;;;;;;;;;;;;;;;;;;
LIBRA_27;Libra;27;Um avião voando alto no céu claro. A transcendência da consciência, a capacidade de operar em um nível mental superior, livre das complicações terrenas. É o símbolo da clareza, da objetividade e de uma visão de longo alcance.;;;;;;;;;;;;;;;;;;;;;;
LIBRA_28;Libra;28;Um homem em meio a influências contraditórias, tornando-se consciente de sua missão. O despertar do propósito em meio ao caos das opiniões alheias. É o símbolo de encontrar a própria direção, de ouvir a voz interior e de se tornar um farol de clareza.;;;;;;;;;;;;;;;;;;;;;;
LIBRA_29;Libra;29;O vasto esforço da humanidade para alcançar o conhecimento. O símbolo da civilização, da cultura e da imortalidade que é alcançada ao se contribuir para o grande repositório da sabedoria humana, unindo as gerações.;;;;;;;;;;;;;;;;;;;;;;
LIBRA_30;Libra;30;Três montes de conhecimento na cabeça de um filósofo. A síntese de diferentes campos do saber em uma sabedoria unificada. Este grau fala da realização intelectual e da capacidade de manter em equilíbrio a tese, a antítese e a síntese para uma compreensão holística.;;;;;;;;;;;;;;;;;;;;;;
ESCORPIAO_1;Escorpião;1;A participação em uma jornada coletiva de descoberta. É o símbolo de compartilhar uma mesma perspectiva com outros, de explorar o mundo a partir de um ponto de vista comum e da necessidade de se relacionar com o ambiente social de forma intensa.;;;;;;;;;;;;;;;;;;;;;;
ESCORPIAO_2;Escorpião;2;A liberação de uma essência sutil e penetrante no momento em que uma forma se quebra. Este grau fala do poder do sacrifício, onde a quebra de uma estrutura libera um legado espiritual ou uma influência que se espalha de forma invisível, mas poderosa.;;;;;;;;;;;;;;;;;;;;;;
ESCORPIAO_3;Escorpião;3;A força da comunidade que se une para construir algo novo e essencial. É o símbolo da cooperação, da ajuda mútua e da celebração do esforço conjunto, mostrando que os alicerces mais fortes são aqueles construídos com a participação de todos.;;;;;;;;;;;;;;;;;;;;;;
ESCORPIAO_4;Escorpião;4;Um jovem segurando uma vela acesa em um ritual. A iniciação nos mistérios da vida e a dedicação a uma causa que ilumina o caminho. É o símbolo da fé, do compromisso e da coragem de carregar a luz da verdade em meio à escuridão.;;;;;;;;;;;;;;;;;;;;;;
ESCORPIAO_5;Escorpião;5;Uma costa rochosa maciça resistindo à força do mar. A resiliência e a estabilidade da alma diante das tempestades emocionais. Este grau fala da força interior, da resistência e da capacidade de permanecer firme e inabalável em meio ao caos.;;;;;;;;;;;;;;;;;;;;;;
ESCORPIAO_6;Escorpião;6;A corrida do ouro que atrai homens para terras distantes. O anseio ambicioso por uma riqueza que transforma a vida. É o símbolo da busca febril por um objetivo, da especulação e da promessa de uma fortuna que justifica todos os riscos.;;;;;;;;;;;;;;;;;;;;;;
ESCORPIAO_7;Escorpião;7;Mergulhadores de águas profundas explorando o fundo do oceano. A coragem de mergulhar no inconsciente para descobrir os segredos ocultos da psique. Este grau fala da exploração psicológica, da pesquisa e da busca pela verdade nas profundezas.;;;;;;;;;;;;;;;;;;;;;;
ESCORPIAO_8;Escorpião;8;Um lago banhado pela luz da lua, calmo e misterioso. A quietude da alma que reflete a luz da consciência superior. É um símbolo de serenidade, de inspiração poética e da revelação de uma beleza sutil que só pode ser vista em momentos de paz interior.;;;;;;;;;;;;;;;;;;;;;;
ESCORPIAO_9;Escorpião;9;Um dentista trabalhando para aliviar uma dor de dente. A habilidade técnica de lidar com as crises e de remover a causa da dor. Este grau fala da intervenção direta, da cura e da capacidade de resolver problemas de forma eficaz e precisa.;;;;;;;;;;;;;;;;;;;;;;
ESCORPIAO_10;Escorpião;10;Um jantar de confraternização que reúne velhos camaradas. A alegria do reencontro e a celebração de laços que resistiram ao tempo. É o símbolo da lealdade, da amizade e da força que vem de uma comunidade unida por experiências compartilhadas.;;;;;;;;;;;;;;;;;;;;;;
